timestamp;buyer;seller;symbol;currency;price;quantity
1700;;SUBMISSION;CROISSANTS;SEASHELLS;4274;8
1700;;;DJEMBES;SEASHELLS;13413;3
2000;;;DJEMBES;SEASHELLS;13413;2
2100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;4
2300;SUBMISSION;;DJEMBES;SEASHELLS;13415;2
2400;;SUBMISSION;DJEMBES;SEASHELLS;13415;2
2400;SUBMISSION;;SQUID_INK;SEASHELLS;1850;5
2500;;;JAMS;SEASHELLS;6543;6
2700;SUBMISSION;;SQUID_INK;SEASHELLS;1856;5
2800;;;JAMS;SEASHELLS;6542;9
2900;SUBMISSION;;JAMS;SEASHELLS;6543;10
3200;;;KELP;SEASHELLS;2035;2
3200;;;SQUID_INK;SEASHELLS;1853;2
3300;;SUBMISSION;JAMS;SEASHELLS;6543;10
3500;SUBMISSION;;SQUID_INK;SEASHELLS;1853;1
3600;SUBMISSION;;SQUID_INK;SEASHELLS;1852;5
3700;SUBMISSION;;SQUID_INK;SEASHELLS;1852;2
3700;;;KELP;SEASHELLS;2033;5
3700;;;SQUID_INK;SEASHELLS;1851;5
4300;SUBMISSION;;KELP;SEASHELLS;2033;4
4300;SUBMISSION;;SQUID_INK;SEASHELLS;1855;4
4500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;9998;5
4500;;;RAINFOREST_RESIN;SEASHELLS;9998;3
4600;SUBMISSION;;SQUID_INK;SEASHELLS;1857;5
4600;;;JAMS;SEASHELLS;6542;10
4600;;;SQUID_INK;SEASHELLS;1856;1
4700;;SUBMISSION;KELP;SEASHELLS;2034;1
4700;;SUBMISSION;SQUID_INK;SEASHELLS;1856;4
4700;;;KELP;SEASHELLS;2034;3
4800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
4900;;SUBMISSION;KELP;SEASHELLS;2034;1
4900;;;KELP;SEASHELLS;2034;1
4900;;;SQUID_INK;SEASHELLS;1856;2
5000;;;CROISSANTS;SEASHELLS;4271;4
5100;;;RAINFOREST_RESIN;SEASHELLS;10003;2
5300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
5300;SUBMISSION;;SQUID_INK;SEASHELLS;1855;5
5400;SUBMISSION;;KELP;SEASHELLS;2033;4
5400;SUBMISSION;;SQUID_INK;SEASHELLS;1854;4
5400;;;SQUID_INK;SEASHELLS;1853;5
5500;;;JAMS;SEASHELLS;6540;4
5700;;SUBMISSION;KELP;SEASHELLS;2035;14
5700;;SUBMISSION;SQUID_INK;SEASHELLS;1852;14
5700;;;PICNIC_BASKET1;SEASHELLS;58650;1
5700;;;PICNIC_BASKET1;SEASHELLS;58649;1
5700;;;PICNIC_BASKET2;SEASHELLS;30232;1
5700;;;PICNIC_BASKET2;SEASHELLS;30231;1
5800;;SUBMISSION;KELP;SEASHELLS;2035;13
5800;;;KELP;SEASHELLS;2035;1
5800;;;SQUID_INK;SEASHELLS;1854;14
5900;;SUBMISSION;KELP;SEASHELLS;2035;9
5900;SUBMISSION;;SQUID_INK;SEASHELLS;1853;1
5900;;;KELP;SEASHELLS;2035;1
5900;;;SQUID_INK;SEASHELLS;1854;12
6100;SUBMISSION;;KELP;SEASHELLS;2033;4
6100;;SUBMISSION;KELP;SEASHELLS;2033;5
6100;;SUBMISSION;SQUID_INK;SEASHELLS;1855;5
6100;;;DJEMBES;SEASHELLS;13413;5
6100;;;KELP;SEASHELLS;2033;1
6100;;;SQUID_INK;SEASHELLS;1853;5
6100;;;SQUID_INK;SEASHELLS;1855;8
6200;;;JAMS;SEASHELLS;6540;3
6400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10001;5
6400;SUBMISSION;;SQUID_INK;SEASHELLS;1858;5
6400;;;CROISSANTS;SEASHELLS;4272;8
6400;;;RAINFOREST_RESIN;SEASHELLS;10001;1
6800;SUBMISSION;;JAMS;SEASHELLS;6541;5
6800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;4
6900;;SUBMISSION;JAMS;SEASHELLS;6541;5
6900;;;DJEMBES;SEASHELLS;13415;2
7000;SUBMISSION;;SQUID_INK;SEASHELLS;1861;5
7100;;;CROISSANTS;SEASHELLS;4271;7
7200;;;CROISSANTS;SEASHELLS;4271;5
7300;SUBMISSION;;JAMS;SEASHELLS;6541;8
7300;SUBMISSION;;KELP;SEASHELLS;2034;4
7300;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58663;2
7300;SUBMISSION;;PICNIC_BASKET2;SEASHELLS;30236;10
7300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10001;4
7300;;;PICNIC_BASKET2;SEASHELLS;30235;1
7300;;;RAINFOREST_RESIN;SEASHELLS;10001;1
7400;;;JAMS;SEASHELLS;6540;6
7400;;;KELP;SEASHELLS;2032;1
7400;;;SQUID_INK;SEASHELLS;1860;1
7500;;SUBMISSION;JAMS;SEASHELLS;6540;8
7500;;;JAMS;SEASHELLS;6541;7
7800;SUBMISSION;;KELP;SEASHELLS;2035;5
7800;SUBMISSION;;SQUID_INK;SEASHELLS;1864;5
7800;;;KELP;SEASHELLS;2035;1
7800;;;SQUID_INK;SEASHELLS;1863;1
7900;;;CROISSANTS;SEASHELLS;4270;8
7900;;;JAMS;SEASHELLS;6539;5
8200;SUBMISSION;;JAMS;SEASHELLS;6539;5
8400;;SUBMISSION;JAMS;SEASHELLS;6538;5
8900;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58657;3
8900;SUBMISSION;;PICNIC_BASKET1;SEASHELLS;58657;4
8900;SUBMISSION;;PICNIC_BASKET2;SEASHELLS;30225;10
8900;;;PICNIC_BASKET1;SEASHELLS;58657;0
8900;;;PICNIC_BASKET2;SEASHELLS;30224;3
9000;;;RAINFOREST_RESIN;SEASHELLS;10003;8
9100;SUBMISSION;;PICNIC_BASKET1;SEASHELLS;58643;6
9100;SUBMISSION;;PICNIC_BASKET2;SEASHELLS;30225;9
9100;;;CROISSANTS;SEASHELLS;4270;5
9100;;;PICNIC_BASKET1;SEASHELLS;58643;1
9200;SUBMISSION;;SQUID_INK;SEASHELLS;1866;4
9300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
9300;;;JAMS;SEASHELLS;6539;9
9400;;;KELP;SEASHELLS;2033;1
9400;;;SQUID_INK;SEASHELLS;1865;1
9600;SUBMISSION;;KELP;SEASHELLS;2035;1
9600;SUBMISSION;;SQUID_INK;SEASHELLS;1870;5
9600;;;KELP;SEASHELLS;2035;1
9600;;;SQUID_INK;SEASHELLS;1869;1
9800;;;DJEMBES;SEASHELLS;13415;4
9900;SUBMISSION;;KELP;SEASHELLS;2034;4
9900;;SUBMISSION;KELP;SEASHELLS;2034;5
9900;SUBMISSION;;SQUID_INK;SEASHELLS;1867;2
9900;;;JAMS;SEASHELLS;6540;5
9900;;;KELP;SEASHELLS;2035;1
9900;;;KELP;SEASHELLS;2034;1
9900;;;SQUID_INK;SEASHELLS;1868;1
10000;;;CROISSANTS;SEASHELLS;4270;8
10100;;SUBMISSION;SQUID_INK;SEASHELLS;1868;5
10100;;;JAMS;SEASHELLS;6540;4
10300;SUBMISSION;;DJEMBES;SEASHELLS;13411;3
10400;;SUBMISSION;DJEMBES;SEASHELLS;13410;3
10500;SUBMISSION;;KELP;SEASHELLS;2034;2
10500;SUBMISSION;;SQUID_INK;SEASHELLS;1871;1
10600;SUBMISSION;;KELP;SEASHELLS;2034;2
10600;SUBMISSION;;SQUID_INK;SEASHELLS;1871;2
10600;;;KELP;SEASHELLS;2035;1
10600;;;KELP;SEASHELLS;2034;4
10600;;;SQUID_INK;SEASHELLS;1872;1
10600;;;SQUID_INK;SEASHELLS;1871;4
10800;SUBMISSION;;JAMS;SEASHELLS;6539;8
10800;SUBMISSION;;SQUID_INK;SEASHELLS;1874;2
11000;;SUBMISSION;JAMS;SEASHELLS;6540;8
11000;;SUBMISSION;SQUID_INK;SEASHELLS;1872;5
11300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;5
11600;SUBMISSION;;CROISSANTS;SEASHELLS;4270;25
11700;SUBMISSION;;CROISSANTS;SEASHELLS;4270;25
11700;SUBMISSION;;KELP;SEASHELLS;2033;3
11700;SUBMISSION;;SQUID_INK;SEASHELLS;1870;3
11800;SUBMISSION;;CROISSANTS;SEASHELLS;4270;25
11900;SUBMISSION;;CROISSANTS;SEASHELLS;4270;25
11900;SUBMISSION;;SQUID_INK;SEASHELLS;1871;1
12100;;SUBMISSION;SQUID_INK;SEASHELLS;1871;1
12100;;;DJEMBES;SEASHELLS;13415;1
12100;;;KELP;SEASHELLS;2034;1
12200;;;KELP;SEASHELLS;2032;1
12200;;;SQUID_INK;SEASHELLS;1872;1
12300;SUBMISSION;;CROISSANTS;SEASHELLS;4270;25
12300;SUBMISSION;;KELP;SEASHELLS;2033;3
12300;SUBMISSION;;SQUID_INK;SEASHELLS;1872;2
12400;SUBMISSION;;CROISSANTS;SEASHELLS;4270;25
12400;;;KELP;SEASHELLS;2032;1
12400;;;SQUID_INK;SEASHELLS;1871;1
12500;SUBMISSION;;CROISSANTS;SEASHELLS;4270;25
12600;SUBMISSION;;CROISSANTS;SEASHELLS;4268;25
12700;SUBMISSION;;CROISSANTS;SEASHELLS;4268;25
12700;;;CROISSANTS;SEASHELLS;4267;7
12800;SUBMISSION;;CROISSANTS;SEASHELLS;4269;25
12800;;SUBMISSION;SQUID_INK;SEASHELLS;1868;5
12900;SUBMISSION;;CROISSANTS;SEASHELLS;4269;25
12900;;;KELP;SEASHELLS;2035;6
12900;;;SQUID_INK;SEASHELLS;1870;6
13000;SUBMISSION;;CROISSANTS;SEASHELLS;4269;25
13100;SUBMISSION;;CROISSANTS;SEASHELLS;4269;25
13200;SUBMISSION;;CROISSANTS;SEASHELLS;4269;25
13200;SUBMISSION;;PICNIC_BASKET1;SEASHELLS;58637;6
13200;SUBMISSION;;PICNIC_BASKET2;SEASHELLS;30229;6
13300;;;JAMS;SEASHELLS;6544;8
13400;SUBMISSION;;CROISSANTS;SEASHELLS;4269;25
13500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;4
13700;SUBMISSION;;CROISSANTS;SEASHELLS;4268;25
13700;;;CROISSANTS;SEASHELLS;4267;7
13700;;;KELP;SEASHELLS;2034;3
13700;;;SQUID_INK;SEASHELLS;1868;3
13900;;SUBMISSION;KELP;SEASHELLS;2034;5
13900;SUBMISSION;;SQUID_INK;SEASHELLS;1868;3
13900;;SUBMISSION;SQUID_INK;SEASHELLS;1868;4
13900;;SUBMISSION;SQUID_INK;SEASHELLS;1868;9
13900;;;KELP;SEASHELLS;2032;1
13900;;;KELP;SEASHELLS;2034;3
13900;;;SQUID_INK;SEASHELLS;1867;1
14000;SUBMISSION;;CROISSANTS;SEASHELLS;4268;25
14000;SUBMISSION;;KELP;SEASHELLS;2033;5
14000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;2
14000;SUBMISSION;;SQUID_INK;SEASHELLS;1868;5
14100;SUBMISSION;;CROISSANTS;SEASHELLS;4269;25
14100;SUBMISSION;;SQUID_INK;SEASHELLS;1869;1
14300;SUBMISSION;;CROISSANTS;SEASHELLS;4269;25
14300;;;JAMS;SEASHELLS;6541;5
14400;SUBMISSION;;CROISSANTS;SEASHELLS;4268;9
14400;;;JAMS;SEASHELLS;6542;6
14500;SUBMISSION;;KELP;SEASHELLS;2033;4
14500;;SUBMISSION;KELP;SEASHELLS;2033;5
14500;;;KELP;SEASHELLS;2033;1
14500;;;SQUID_INK;SEASHELLS;1869;5
14600;SUBMISSION;;CROISSANTS;SEASHELLS;4268;16
14700;SUBMISSION;;SQUID_INK;SEASHELLS;1869;5
14700;;;DJEMBES;SEASHELLS;13416;1
14700;;;SQUID_INK;SEASHELLS;1868;1
14800;;;CROISSANTS;SEASHELLS;4267;10
14900;SUBMISSION;;SQUID_INK;SEASHELLS;1869;4
15000;SUBMISSION;;KELP;SEASHELLS;2034;5
15000;;;CROISSANTS;SEASHELLS;4267;5
15000;;;KELP;SEASHELLS;2034;1
15000;;;SQUID_INK;SEASHELLS;1870;1
15200;SUBMISSION;;KELP;SEASHELLS;2033;1
15200;;;JAMS;SEASHELLS;6543;5
15200;;;KELP;SEASHELLS;2033;2
15200;;;SQUID_INK;SEASHELLS;1869;2
15200;;;SQUID_INK;SEASHELLS;1869;1
15300;;;RAINFOREST_RESIN;SEASHELLS;9999;1
15400;;SUBMISSION;SQUID_INK;SEASHELLS;1869;5
15500;SUBMISSION;;KELP;SEASHELLS;2034;1
15500;SUBMISSION;;SQUID_INK;SEASHELLS;1870;1
15800;;;CROISSANTS;SEASHELLS;4269;7
16100;SUBMISSION;;KELP;SEASHELLS;2034;1
16200;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58652;1
16200;;;DJEMBES;SEASHELLS;13418;4
16300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
16300;;;KELP;SEASHELLS;2035;1
16300;;;SQUID_INK;SEASHELLS;1873;1
16400;;SUBMISSION;KELP;SEASHELLS;2035;9
16400;;SUBMISSION;SQUID_INK;SEASHELLS;1873;1
16400;;SUBMISSION;SQUID_INK;SEASHELLS;1874;8
16400;;;RAINFOREST_RESIN;SEASHELLS;10001;1
16600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10001;1
16600;;;RAINFOREST_RESIN;SEASHELLS;10001;1
16700;;SUBMISSION;KELP;SEASHELLS;2035;2
16700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
16700;;SUBMISSION;SQUID_INK;SEASHELLS;1874;2
16700;;;DJEMBES;SEASHELLS;13418;3
16800;;;JAMS;SEASHELLS;6540;6
16900;;;CROISSANTS;SEASHELLS;4268;5
17300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;2
17900;SUBMISSION;;KELP;SEASHELLS;2035;5
17900;SUBMISSION;;SQUID_INK;SEASHELLS;1878;5
17900;;;KELP;SEASHELLS;2035;1
17900;;;SQUID_INK;SEASHELLS;1877;1
18000;SUBMISSION;;KELP;SEASHELLS;2035;1
18000;SUBMISSION;;KELP;SEASHELLS;2035;4
18000;SUBMISSION;;SQUID_INK;SEASHELLS;1878;5
18000;;;KELP;SEASHELLS;2035;1
18000;;;KELP;SEASHELLS;2035;0
18000;;;SQUID_INK;SEASHELLS;1877;1
18100;SUBMISSION;;SQUID_INK;SEASHELLS;1877;1
18200;;;RAINFOREST_RESIN;SEASHELLS;10001;1
18300;;;DJEMBES;SEASHELLS;13412;6
18500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
18500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;2
18600;;;KELP;SEASHELLS;2033;1
18600;;;SQUID_INK;SEASHELLS;1877;1
18700;SUBMISSION;;KELP;SEASHELLS;2035;5
18700;;;KELP;SEASHELLS;2035;1
18700;;;SQUID_INK;SEASHELLS;1878;1
18800;SUBMISSION;;SQUID_INK;SEASHELLS;1879;4
18800;;;DJEMBES;SEASHELLS;13413;4
19000;;;CROISSANTS;SEASHELLS;4269;7
19000;;;KELP;SEASHELLS;2035;1
19000;;;SQUID_INK;SEASHELLS;1877;1
19100;;SUBMISSION;SQUID_INK;SEASHELLS;1876;5
19100;;;KELP;SEASHELLS;2033;2
19100;;;SQUID_INK;SEASHELLS;1876;2
19200;;SUBMISSION;SQUID_INK;SEASHELLS;1876;1
19200;;;KELP;SEASHELLS;2035;1
19300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;5
19300;;;KELP;SEASHELLS;2036;10
19300;;;SQUID_INK;SEASHELLS;1879;10
19400;;;KELP;SEASHELLS;2033;1
19400;;;SQUID_INK;SEASHELLS;1877;1
19500;SUBMISSION;;KELP;SEASHELLS;2034;2
19600;;;DJEMBES;SEASHELLS;13416;5
19700;SUBMISSION;;KELP;SEASHELLS;2034;4
19700;;;KELP;SEASHELLS;2033;1
19700;;;SQUID_INK;SEASHELLS;1877;1
19900;;;CROISSANTS;SEASHELLS;4269;5
19900;;;RAINFOREST_RESIN;SEASHELLS;9998;1
20000;;;DJEMBES;SEASHELLS;13416;1
20000;;;KELP;SEASHELLS;2035;1
20000;;;SQUID_INK;SEASHELLS;1877;1
20100;;;KELP;SEASHELLS;2036;2
20100;;;SQUID_INK;SEASHELLS;1879;2
20300;;SUBMISSION;CROISSANTS;SEASHELLS;4271;6
20300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9994;7
20300;;;KELP;SEASHELLS;2033;1
20300;;;SQUID_INK;SEASHELLS;1878;1
20800;;;JAMS;SEASHELLS;6540;4
21000;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58702;6
21000;;SUBMISSION;PICNIC_BASKET2;SEASHELLS;30244;7
21000;;;PICNIC_BASKET2;SEASHELLS;30244;2
21100;;;DJEMBES;SEASHELLS;13414;5
21300;SUBMISSION;;KELP;SEASHELLS;2035;5
21300;SUBMISSION;;SQUID_INK;SEASHELLS;1880;5
21300;;;KELP;SEASHELLS;2035;1
21300;;;SQUID_INK;SEASHELLS;1879;1
21600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10004;1
21600;;;CROISSANTS;SEASHELLS;4269;8
21700;;;DJEMBES;SEASHELLS;13414;3
21700;;;KELP;SEASHELLS;2035;1
21700;;;SQUID_INK;SEASHELLS;1876;1
21800;;SUBMISSION;CROISSANTS;SEASHELLS;4270;7
21800;SUBMISSION;;DJEMBES;SEASHELLS;13414;5
21900;SUBMISSION;;CROISSANTS;SEASHELLS;4270;13
21900;SUBMISSION;;KELP;SEASHELLS;2034;5
21900;;;SQUID_INK;SEASHELLS;1875;13
22000;;SUBMISSION;DJEMBES;SEASHELLS;13414;5
22000;SUBMISSION;;KELP;SEASHELLS;2033;3
22000;;;SQUID_INK;SEASHELLS;1875;3
22100;;;DJEMBES;SEASHELLS;13415;1
22400;SUBMISSION;;JAMS;SEASHELLS;6537;9
22500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;4
22600;SUBMISSION;;SQUID_INK;SEASHELLS;1876;1
22600;;;KELP;SEASHELLS;2034;2
22600;;;SQUID_INK;SEASHELLS;1875;2
22600;;;SQUID_INK;SEASHELLS;1875;5
22700;;SUBMISSION;JAMS;SEASHELLS;6537;9
22700;SUBMISSION;;KELP;SEASHELLS;2033;5
22700;;;RAINFOREST_RESIN;SEASHELLS;9998;1
22700;;;SQUID_INK;SEASHELLS;1874;11
22800;;SUBMISSION;SQUID_INK;SEASHELLS;1874;5
22900;;;DJEMBES;SEASHELLS;13414;5
23100;;;JAMS;SEASHELLS;6538;8
23200;;;DJEMBES;SEASHELLS;13412;3
23400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;2
23600;;;DJEMBES;SEASHELLS;13413;2
23600;;;JAMS;SEASHELLS;6537;3
23700;;SUBMISSION;KELP;SEASHELLS;2034;1
23700;;SUBMISSION;SQUID_INK;SEASHELLS;1881;1
23900;;;PICNIC_BASKET1;SEASHELLS;58678;2
23900;;;PICNIC_BASKET1;SEASHELLS;58677;4
23900;;;PICNIC_BASKET2;SEASHELLS;30235;2
23900;;;PICNIC_BASKET2;SEASHELLS;30234;4
23900;;;RAINFOREST_RESIN;SEASHELLS;9997;5
24000;SUBMISSION;;KELP;SEASHELLS;2034;4
24000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;5
24000;SUBMISSION;;SQUID_INK;SEASHELLS;1879;4
24000;;;JAMS;SEASHELLS;6537;9
24300;SUBMISSION;;DJEMBES;SEASHELLS;13411;1
24300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;1
24400;;SUBMISSION;DJEMBES;SEASHELLS;13411;1
24400;;;CROISSANTS;SEASHELLS;4271;9
24400;;;DJEMBES;SEASHELLS;13411;3
24400;;;KELP;SEASHELLS;2032;1
24400;;;SQUID_INK;SEASHELLS;1875;1
24500;;;JAMS;SEASHELLS;6537;10
24600;SUBMISSION;;JAMS;SEASHELLS;6538;8
24800;;SUBMISSION;JAMS;SEASHELLS;6538;8
24900;;;DJEMBES;SEASHELLS;13412;3
25000;SUBMISSION;;KELP;SEASHELLS;2034;2
25100;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58668;6
25100;;;PICNIC_BASKET2;SEASHELLS;30242;6
25400;SUBMISSION;;PICNIC_BASKET1;SEASHELLS;58674;3
25400;SUBMISSION;;PICNIC_BASKET2;SEASHELLS;30242;5
25400;;;PICNIC_BASKET1;SEASHELLS;58674;2
25500;;;DJEMBES;SEASHELLS;13410;3
25600;;;DJEMBES;SEASHELLS;13410;3
25800;;SUBMISSION;CROISSANTS;SEASHELLS;4272;8
25800;;;JAMS;SEASHELLS;6539;4
25800;;;SQUID_INK;SEASHELLS;1873;8
26100;;;KELP;SEASHELLS;2033;1
26100;;;SQUID_INK;SEASHELLS;1872;1
26200;SUBMISSION;;SQUID_INK;SEASHELLS;1873;2
26400;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58657;6
26400;;SUBMISSION;SQUID_INK;SEASHELLS;1869;5
26400;;;PICNIC_BASKET1;SEASHELLS;58658;1
26400;;;PICNIC_BASKET1;SEASHELLS;58658;6
26400;;;PICNIC_BASKET2;SEASHELLS;30235;7
26700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
26700;SUBMISSION;;SQUID_INK;SEASHELLS;1871;4
26700;;;KELP;SEASHELLS;2033;4
26800;SUBMISSION;;KELP;SEASHELLS;2035;5
26800;SUBMISSION;;SQUID_INK;SEASHELLS;1874;1
26800;;;CROISSANTS;SEASHELLS;4272;8
26800;;;KELP;SEASHELLS;2035;1
26800;;;SQUID_INK;SEASHELLS;1873;1
26900;;;JAMS;SEASHELLS;6536;8
27000;;SUBMISSION;SQUID_INK;SEASHELLS;1875;5
27100;;SUBMISSION;KELP;SEASHELLS;2034;1
27100;;SUBMISSION;SQUID_INK;SEASHELLS;1875;1
27300;SUBMISSION;;SQUID_INK;SEASHELLS;1875;5
27400;;SUBMISSION;CROISSANTS;SEASHELLS;4274;25
27500;;SUBMISSION;CROISSANTS;SEASHELLS;4274;25
27500;SUBMISSION;;SQUID_INK;SEASHELLS;1874;1
27600;;SUBMISSION;CROISSANTS;SEASHELLS;4274;25
27600;;SUBMISSION;KELP;SEASHELLS;2035;10
27600;;SUBMISSION;SQUID_INK;SEASHELLS;1874;5
27700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10004;4
27900;;;CROISSANTS;SEASHELLS;4273;8
28000;SUBMISSION;;SQUID_INK;SEASHELLS;1877;4
28000;;;DJEMBES;SEASHELLS;13412;5
28100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
28100;;;RAINFOREST_RESIN;SEASHELLS;9993;3
28200;;SUBMISSION;KELP;SEASHELLS;2036;1
28200;SUBMISSION;;KELP;SEASHELLS;2036;2
28200;;;KELP;SEASHELLS;2036;0
28400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;4
28600;SUBMISSION;;KELP;SEASHELLS;2034;4
28600;;SUBMISSION;KELP;SEASHELLS;2034;5
28600;;SUBMISSION;KELP;SEASHELLS;2034;9
28600;SUBMISSION;;SQUID_INK;SEASHELLS;1877;1
28600;;SUBMISSION;SQUID_INK;SEASHELLS;1877;5
28600;;;KELP;SEASHELLS;2034;1
28600;;;KELP;SEASHELLS;2034;2
28600;;;SQUID_INK;SEASHELLS;1877;1
28600;;;SQUID_INK;SEASHELLS;1877;5
28700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
28700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
28800;SUBMISSION;;KELP;SEASHELLS;2034;2
29100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10000;4
29100;SUBMISSION;;SQUID_INK;SEASHELLS;1882;5
29100;;;RAINFOREST_RESIN;SEASHELLS;10000;2
29100;;;SQUID_INK;SEASHELLS;1881;1
29400;;SUBMISSION;KELP;SEASHELLS;2036;1
29500;;SUBMISSION;KELP;SEASHELLS;2036;4
29500;;SUBMISSION;SQUID_INK;SEASHELLS;1881;4
29500;;;JAMS;SEASHELLS;6534;8
29700;SUBMISSION;;DJEMBES;SEASHELLS;13410;5
